architecture,seed,forgotten_domain,method,base_method,protocol,rollback_scale,repair_epochs,repair_fraction,parameter_change_l2,parameter_change_max_abs,is_identity_map,is_near_identity,alpha,lambda,selected_parameter_count,selected_parameter_fraction,effectively_changed_parameter_count,selection_status,total_parameter_count,reference_forget_fisher_cosine_similarity,finite_ratio_max,finite_ratio_median,dampening_factor_min,dampening_factor_median,dampening_factor_max,alpha_is_configured_default,alpha_matches_published_cifar_resnet_setting,fisher_scope,forget_training_fraction,batch_normalized_ratio_upper_bound,full_fisher_batches,structural_noop,forget_fisher_batches,forget_fisher_samples,ablation_class_balanced,ablation_contrastive,no_contrast_ratio_upper_bound,class_weighting,fisher_estimator,domain_weighting,reference_domain_scope,retained_reference,online_raw_retain_rows,online_raw_forget_rows,cache_policy_note,teacher_frozen,forget_max_steps,total_min_steps,chosen_rewind_step,final_same_domain_validation_error,chosen_forget_train_error,temperature,alpha_retain_kl,gamma_retain_ce,optimizer,learning_rate,learning_rate_is_configured_default,learning_rate_matches_published_cifar_setting,schedule_scope,weight_decay,momentum,forget_batch_size,retain_batch_size,gradient_clipping,gradient_clip_norm,largest_preclip_grad_norm,gradient_clipping_scope,rewind_reference_uses
mlp,42,NF-UNSW-NB15,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,9.307546887023712,0.818348228931427,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,ssd_canonical,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,10.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.5845881814760959,3.4949052333831787,0.094948410987854,1.0,1.0,1.0,True,True,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,True,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,1.1392916199675494,0.4555819034576416,False,False,1.0,1.0,566.0,0.03330587266093916,566.0,weights_changed,16994.0,0.5845881814760959,3.4949052333831787,0.094948410987854,0.28613078594207764,0.6929700970649719,0.9997879862785339,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,False,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.7400818254907245,0.12224890291690826,False,False,2.0,1.0,134.0,0.00788513593032835,134.0,weights_changed,16994.0,0.5845881814760959,3.4949052333831787,0.094948410987854,0.28613078594207764,0.3848080635070801,0.4992310106754303,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,False,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.3424080751785941,0.11095200479030609,False,False,3.0,1.0,28.0,0.0016476403436507003,28.0,weights_changed,16994.0,0.5845881814760959,3.4949052333831787,0.094948410987854,0.28613078594207764,0.3055567741394043,0.3301263153553009,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,False,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,5.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.5845881814760959,3.4949052333831787,0.094948410987854,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,True,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,1.6745046852939858,0.6840123534202576,False,False,2.0,1.0,363.0,0.021360480169471577,363.0,weights_changed,16994.0,0.26248792379796865,3.9930930137634277,0.060741737484931946,0.25043243169784546,0.35228854417800903,0.499999463558197,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,1.366430556701079,0.7015968561172485,False,False,2.0,1.0,214.0,0.012592679769330352,214.0,weights_changed,16994.0,0.24695507238440229,506.5879821777344,0.0294636357575655,0.0019739908166229725,0.27538496255874634,0.4997173547744751,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,2.3995464507342663,0.9120164513587952,False,False,2.0,1.0,516.0,0.030363657761562905,516.0,weights_changed,16994.0,0.24473313967874336,1734.3743896484375,0.04625876247882843,0.0005765767418779433,0.21516139805316925,0.499695360660553,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-UNSW-NB15,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,4.967267363276633,3.0588417053222656,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,3.0,0.8207389749702027,0.787748282518005,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,1613.0455322265625,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-UNSW-NB15,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.8272204036088234,0.346693754196167,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.9127532777115613,0.8866461883315,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,355.79351806640625,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-UNSW-NB15,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,10.36502704949367,6.834571361541748,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.7914183551847438,0.761451609555634,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,5467.92529296875,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-ToN-IoT,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,36.61323426240677,5.075741767883301,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,ssd_canonical,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,10.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.9791009644861419,9.203920364379883,5.2259368896484375,1.0,1.0,1.0,True,True,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,True,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,16.21974943111657,1.0112624168395996,False,False,1.0,1.0,16674.0,0.981169824643992,16674.0,weights_changed,16994.0,0.9791009644861419,9.203920364379883,5.2259368896484375,0.1086493581533432,0.18963591754436493,0.9987378716468811,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,16.131291087996484,1.0112624168395996,False,False,2.0,1.0,15733.0,0.925797340237731,15733.0,weights_changed,16994.0,0.9791009644861419,9.203920364379883,5.2259368896484375,0.1086493581533432,0.18497583270072937,0.4999767243862152,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,15.838060917722961,1.0112624168395996,False,False,3.0,1.0,14293.0,0.8410615511356949,14293.0,weights_changed,16994.0,0.9791009644861419,9.203920364379883,5.2259368896484375,0.1086493581533432,0.17777879536151886,0.3333298861980438,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,13.370103611687778,1.0112624168395996,False,False,5.0,1.0,9291.0,0.5467223726020949,9291.0,weights_changed,16994.0,0.9791009644861419,9.203920364379883,5.2259368896484375,0.1086493581533432,0.15838031470775604,0.19996842741966248,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,9.773594634732625,0.8530842065811157,False,False,2.0,1.0,8635.0,0.5081205131222785,8635.0,weights_changed,16994.0,0.9756814706855058,3.9985833168029785,2.033688545227051,0.25008857250213623,0.32653409242630005,0.4999828338623047,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,18.757533295440496,1.1583549976348877,False,False,2.0,1.0,15920.0,0.9368012239613981,15920.0,weights_changed,16994.0,0.6117093178449202,9963.9638671875,16.038225173950195,0.00010036166349891573,0.056290436536073685,0.49996209144592285,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,13.603055899871231,1.1374456882476807,False,False,2.0,1.0,10223.0,0.6015652583264681,10223.0,weights_changed,16994.0,0.34053591448772125,8469.115234375,3.1027965545654297,0.00011807608098024502,0.13245521485805511,0.49994930624961853,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-ToN-IoT,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.7181757411672306,0.2615540027618408,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.12427778407159851,0.2617263843648209,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,352.8002014160156,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-ToN-IoT,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.1190860209073891,0.011585645377635956,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.21728786677240286,0.25627035830618894,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,145.50791931152344,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-ToN-IoT,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,1.5808963616103195,0.7225351333618164,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.1341339073297836,0.2994028230184582,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,346.37890625,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-BoT-IoT,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,19.905199872079205,2.362560749053955,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,ssd_canonical,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,10.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.7732153944831002,2.7681257724761963,0.199639230966568,1.0,1.0,1.0,True,True,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,True,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.5554164539963474,0.2684214115142822,False,False,1.0,1.0,383.0,0.022537366129222077,383.0,weights_changed,16994.0,0.7732153944831002,2.7681257724761963,0.199639230966568,0.3612552583217621,0.8507398962974548,0.9999886155128479,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,False,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.19531579730111615,0.07988586276769638,False,False,2.0,1.0,11.0,0.0006472872778627751,11.0,weights_changed,16994.0,0.7732153944831002,2.7681257724761963,0.199639230966568,0.3612552583217621,0.46564745903015137,0.4880640208721161,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,False,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,3.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.7732153944831002,2.7681257724761963,0.199639230966568,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,False,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,5.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.7732153944831002,2.7681257724761963,0.199639230966568,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,True,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,6.676046556289087,0.8215367794036865,False,False,2.0,1.0,3747.0,0.2204895845592562,3747.0,weights_changed,16994.0,0.39592262570465575,3.9951720237731934,0.6120601296424866,0.25030210614204407,0.33470794558525085,0.49975842237472534,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,0.7809234944181394,0.2301710695028305,False,False,2.0,1.0,101.0,0.005943274096740026,101.0,weights_changed,16994.0,0.49422239232965437,30.038597106933594,0.06013299152255058,0.033290501683950424,0.31107011437416077,0.49439120292663574,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,9.485239061057408,1.0953824520111084,False,False,2.0,1.0,4735.0,0.2786277509709309,4735.0,weights_changed,16994.0,0.2108866284069234,2482.51123046875,0.5419754981994629,0.00040281793917529285,0.15771546959877014,0.4999047815799713,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-BoT-IoT,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,5.304685016876721,3.321451187133789,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.9902020202020202,0.9955795922847421,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,942.3787841796875,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-BoT-IoT,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.875707016169053,0.33039140701293945,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,3.0,0.9918181818181818,0.9956693974076255,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,182.46971130371094,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-BoT-IoT,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,10.898356030870652,7.2283806800842285,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,3.0,0.7451515151515151,0.9544887593921191,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,3528.5693359375,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-CSE-CIC-IDS2018,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,53.09426864810773,6.805339336395264,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,10.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.9156234664947999,3.06961989402771,0.9187589287757874,1.0,1.0,1.0,True,True,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,True,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,4.110085682461661,0.6339432597160339,False,False,1.0,1.0,7411.0,0.43609509238554783,7411.0,weights_changed,16994.0,0.9156234664947999,3.06961989402771,0.9187589287757874,0.3257732391357422,0.7320638298988342,0.9999762177467346,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,False,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,2.403187589367122,0.6339432597160339,False,False,2.0,1.0,786.0,0.04625161821819466,786.0,weights_changed,16994.0,0.9156234664947999,3.06961989402771,0.9187589287757874,0.3257732391357422,0.4465746581554413,0.49989956617355347,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,False,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.22312723505946963,0.13722622394561768,False,False,3.0,1.0,8.0,0.0004707543839002001,8.0,weights_changed,16994.0,0.9156234664947999,3.06961989402771,0.9187589287757874,0.3257732391357422,0.3292553126811981,0.33328455686569214,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,False,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,5.0,1.0,0.0,0.0,0.0,no_parameters_selected,16994.0,0.9156234664947999,3.06961989402771,0.9187589287757874,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,True,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,2.98396027524566,0.7490118145942688,False,False,2.0,1.0,1107.0,0.06514063787219018,1107.0,weights_changed,16994.0,0.6422031633825515,3.959315538406372,0.3739665746688843,0.25256890058517456,0.4001414179801941,0.499843955039978,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,3.3953524328644935,0.8661195039749146,False,False,2.0,1.0,1041.0,0.061256914205013537,1041.0,weights_changed,16994.0,0.637040150731356,88.78770446777344,0.3217639625072479,0.011262821033596992,0.318282812833786,0.4999375641345978,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,4.572971601886522,0.9986823797225952,False,False,2.0,1.0,1773.0,0.10433094033188184,1773.0,weights_changed,16994.0,0.6010450792380706,291.9531555175781,0.30940139293670654,0.0034252069890499115,0.28220534324645996,0.4997115731239319,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
mlp,42,NF-CSE-CIC-IDS2018,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,4.7758021778742625,3.009232997894287,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,3.0,0.28872546923767584,0.6099101218766175,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,339.98455810546875,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.3833467546211286,0.08635270595550537,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.8217538158963615,0.8582090254576256,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,197.0596160888672,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,10.283135249168813,6.830755710601807,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,3.0,0.21933387489845654,0.4111147710695967,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,827.7147216796875,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,42,NF-UNSW-NB15,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,15.203642862116098,2.584662437438965,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
